"degisken","il","deger","nufus","deger_normalize"
"istihdam_orani","Afyonkarahisar",49.975,749015.8,49.975
"istihdam_orani","Aksaray",47.1,436247.6,47.1
"istihdam_orani","Amasya",49.45,339549.4,49.45
"istihdam_orani","Ankara",48.65,5821492.2,48.65
"istihdam_orani","Antalya",54.875,2700773,54.875
"istihdam_orani","Ardahan",58.4,92395.6,58.4
"istihdam_orani","Artvin",53.2,169622.6,53.2
"istihdam_orani","Aydın",48.075,1156404.8,48.075
"istihdam_orani","Ağrı",41.75,507559.6,41.75
"istihdam_orani","Balıkesir",49.25,1268466.4,49.25
"istihdam_orani","Bartın",51.05,205135.6,51.05
"istihdam_orani","Batman",38.25,645033.8,38.25
"istihdam_orani","Bayburt",48.85,84368.4,48.85
"istihdam_orani","Bilecik",51.375,228511,51.375
"istihdam_orani","Bingöl",42.9,283379.6,42.9
"istihdam_orani","Bitlis",43.35,357248.6,43.35
"istihdam_orani","Bolu",52.975,323841.8,52.975
"istihdam_orani","Burdur",51.95,275603.8,51.95
"istihdam_orani","Bursa",50.75,3211747.6,50.75
"istihdam_orani","Denizli",52.05,1057763.2,52.05
"istihdam_orani","Diyarbakır",37.875,1820085.2,37.875
"istihdam_orani","Düzce",53.5,408787.6,53.5
"istihdam_orani","Edirne",52.7,418085.4,52.7
"istihdam_orani","Elazığ",42.525,598723,42.525
"istihdam_orani","Erzincan",45.225,240167.4,45.225
"istihdam_orani","Erzurum",47.8,747704.4,47.8
"istihdam_orani","Eskişehir",49,913998,49
"istihdam_orani","Gaziantep",45.225,2172879,45.225
"istihdam_orani","Giresun",52.75,454744.8,52.75
"istihdam_orani","Gümüşhane",45.3,144925.2,45.3
"istihdam_orani","Hakkari",35.375,280609.6,35.375
"istihdam_orani","Hatay",42.725,1608222.2,42.725
"istihdam_orani","Isparta",49.975,446498.4,49.975
"istihdam_orani","Iğdır",46.475,205683.8,46.475
"istihdam_orani","Kahramanmaraş",42.75,1149147,42.75
"istihdam_orani","Karabük",44.075,251335.8,44.075
"istihdam_orani","Karaman",49.975,261756.4,49.975
"istihdam_orani","Kars",52.3,275106.4,52.3
"istihdam_orani","Kastamonu",53.9,380924.4,53.9
"istihdam_orani","Kayseri",45.75,1446602.4,45.75
"istihdam_orani","Kilis",46.675,152605.2,46.675
"istihdam_orani","Kocaeli",52.9,2101319.4,52.9
"istihdam_orani","Konya",48.425,2313407.6,48.425
"istihdam_orani","Kütahya",48.525,575314.2,48.525
"istihdam_orani","Kırklareli",49.925,374298.4,49.925
"istihdam_orani","Kırıkkale",41.35,280928.2,41.35
"istihdam_orani","Kırşehir",41.525,244393,41.525
"istihdam_orani","Malatya",46.225,774068.4,46.225
"istihdam_orani","Manisa",52.625,1470746,52.625
"istihdam_orani","Mardin",37.65,884298.4,37.65
"istihdam_orani","Mersin",47.65,1931334.6,47.65
"istihdam_orani","Muğla",51.375,1063495.2,51.375
"istihdam_orani","Muş",42.2,397147.4,42.2
"istihdam_orani","Nevşehir",49.5,314422,49.5
"istihdam_orani","Niğde",46.5,370684.8,46.5
"istihdam_orani","Ordu",51.35,767732,51.35
"istihdam_orani","Osmaniye",41.775,559053.4,41.775
"istihdam_orani","Rize",52.55,346821.6,52.55
"istihdam_orani","Sakarya",52.925,1094699.8,52.925
"istihdam_orani","Samsun",50.225,1378417.4,50.225
"istihdam_orani","Siirt",34.95,335905,34.95
"istihdam_orani","Sinop",48.65,224345.6,48.65
"istihdam_orani","Sivas",46.425,637970.8,46.425
"istihdam_orani","Tekirdağ",55.1,1163702.6,55.1
"istihdam_orani","Tokat",49.875,606554,49.875
"istihdam_orani","Trabzon",49.975,820930.4,49.975
"istihdam_orani","Tunceli",45.55,85804.6,45.55
"istihdam_orani","Uşak",49.5,375070.6,49.5
"istihdam_orani","Van",37.725,1125495.2,37.725
"istihdam_orani","Yalova",46.85,302326.2,46.85
"istihdam_orani","Yozgat",48.25,416802,48.25
"istihdam_orani","Zonguldak",45.575,588338.2,45.575
"istihdam_orani","Çanakkale",50.225,566020,50.225
"istihdam_orani","Çankırı",47.675,199662.4,47.675
"istihdam_orani","Çorum",45.9,523937.6,45.9
"istihdam_orani","İstanbul",51.725,15772086,51.725
"istihdam_orani","İzmir",48.8,4472959.4,48.8
"istihdam_orani","Şanlıurfa",41.35,2206127.8,41.35
"istihdam_orani","Şırnak",36.925,563886.2,36.925
"kutuphane_sayisi","Adana",22.25,2274374,9.78291169350336e-06
"kutuphane_sayisi","Adıyaman",12.25,620230.6,1.97507185230784e-05
"kutuphane_sayisi","Afyonkarahisar",17.5,749015.8,2.33639931227085e-05
"kutuphane_sayisi","Aksaray",7.25,436247.6,1.66190026031089e-05
"kutuphane_sayisi","Amasya",7.5,339549.4,2.208809675411e-05
"kutuphane_sayisi","Ankara",71.75,5821492.2,1.2325018661023e-05
"kutuphane_sayisi","Antalya",18.5,2700773,6.84989075349909e-06
"kutuphane_sayisi","Ardahan",6,92395.6,6.49381572282663e-05
"kutuphane_sayisi","Artvin",9,169622.6,5.30589673781678e-05
"kutuphane_sayisi","Aydın",21.25,1156404.8,1.83759181905852e-05
"kutuphane_sayisi","Ağrı",9,507559.6,1.773190774049e-05
"kutuphane_sayisi","Balıkesir",25,1268466.4,1.97088389570272e-05
"kutuphane_sayisi","Bartın",4,205135.6,1.94992970503413e-05
"kutuphane_sayisi","Batman",10.75,645033.8,1.66657933274194e-05
"kutuphane_sayisi","Bayburt",3.25,84368.4,3.85215317583361e-05
"kutuphane_sayisi","Bilecik",6.5,228511,2.84450201522027e-05
"kutuphane_sayisi","Bingöl",7,283379.6,2.47018486863557e-05
"kutuphane_sayisi","Bitlis",8,357248.6,2.23933697710782e-05
"kutuphane_sayisi","Bolu",9,323841.8,2.77913475036268e-05
"kutuphane_sayisi","Burdur",13.25,275603.8,4.80762601967027e-05
"kutuphane_sayisi","Bursa",18.5,3211747.6,5.76010393842903e-06
"kutuphane_sayisi","Denizli",25.5,1057763.2,2.41074750946147e-05
"kutuphane_sayisi","Diyarbakır",17.5,1820085.2,9.61493450965922e-06
"kutuphane_sayisi","Düzce",9,408787.6,2.2016323391414e-05
"kutuphane_sayisi","Edirne",10.25,418085.4,2.45165222224933e-05
"kutuphane_sayisi","Elazığ",11.75,598723,1.96251020922864e-05
"kutuphane_sayisi","Erzincan",13.75,240167.4,5.72517335824929e-05
"kutuphane_sayisi","Erzurum",22.75,747704.4,3.04264626502131e-05
"kutuphane_sayisi","Eskişehir",12,913998,1.31291315735921e-05
"kutuphane_sayisi","Gaziantep",13.5,2172879,6.21295525429626e-06
"kutuphane_sayisi","Giresun",17.25,454744.8,3.79333639439088e-05
"kutuphane_sayisi","Gümüşhane",9,144925.2,6.21010010681372e-05
"kutuphane_sayisi","Hakkari",4,280609.6,1.42546798113821e-05
"kutuphane_sayisi","Hatay",23,1608222.2,1.43015063465733e-05
"kutuphane_sayisi","Isparta",30,446498.4,6.71894904886557e-05
"kutuphane_sayisi","Iğdır",3.75,205683.8,1.82318685282944e-05
"kutuphane_sayisi","Kahramanmaraş",14.5,1149147,1.26180549572857e-05
"kutuphane_sayisi","Karabük",7.25,251335.8,2.88458707434436e-05
"kutuphane_sayisi","Karaman",7.25,261756.4,2.76975080647503e-05
"kutuphane_sayisi","Kars",8.5,275106.4,3.08971365260859e-05
"kutuphane_sayisi","Kastamonu",18.75,380924.4,4.92223653827374e-05
"kutuphane_sayisi","Kayseri",27,1446602.4,1.86644236177128e-05
"kutuphane_sayisi","Kilis",3.5,152605.2,2.29349982831516e-05
"kutuphane_sayisi","Kocaeli",14.25,2101319.4,6.78145359529827e-06
"kutuphane_sayisi","Konya",39.25,2313407.6,1.696631410738e-05
"kutuphane_sayisi","Kütahya",18.75,575314.2,3.25908868579986e-05
"kutuphane_sayisi","Kırklareli",11.75,374298.4,3.13920657956326e-05
"kutuphane_sayisi","Kırıkkale",13.25,280928.2,4.71650763433504e-05
"kutuphane_sayisi","Kırşehir",10,244393,4.09177022255138e-05
"kutuphane_sayisi","Malatya",20.5,774068.4,2.648344771599e-05
"kutuphane_sayisi","Manisa",21.25,1470746,1.44484499702872e-05
"kutuphane_sayisi","Mardin",9.75,884298.4,1.10256899707158e-05
"kutuphane_sayisi","Mersin",23.25,1931334.6,1.20383076034572e-05
"kutuphane_sayisi","Muğla",14,1063495.2,1.31641402800878e-05
"kutuphane_sayisi","Muş",8,397147.4,2.01436544718661e-05
"kutuphane_sayisi","Nevşehir",31.75,314422,0.000100978939132758
"kutuphane_sayisi","Niğde",15.25,370684.8,4.11400737230121e-05
"kutuphane_sayisi","Ordu",25,767732,3.25634466193932e-05
"kutuphane_sayisi","Osmaniye",8,559053.4,1.43099031326882e-05
"kutuphane_sayisi","Rize",16,346821.6,4.61332281495732e-05
"kutuphane_sayisi","Sakarya",15.5,1094699.8,1.41591329422002e-05
"kutuphane_sayisi","Samsun",18.5,1378417.4,1.34211886762312e-05
"kutuphane_sayisi","Siirt",7.25,335905,2.15834834253732e-05
"kutuphane_sayisi","Sinop",10,224345.6,4.45740856963542e-05
"kutuphane_sayisi","Sivas",24.75,637970.8,3.87948790132715e-05
"kutuphane_sayisi","Tekirdağ",10,1163702.6,8.59326085547974e-06
"kutuphane_sayisi","Tokat",14.25,606554,2.34933740441906e-05
"kutuphane_sayisi","Trabzon",18.5,820930.4,2.25354061684157e-05
"kutuphane_sayisi","Tunceli",7,85804.6,8.15807077942208e-05
"kutuphane_sayisi","Uşak",9.75,375070.6,2.5995105988046e-05
"kutuphane_sayisi","Van",15.25,1125495.2,1.35495913265556e-05
"kutuphane_sayisi","Yalova",3.25,302326.2,1.07499780038912e-05
"kutuphane_sayisi","Yozgat",18.25,416802,4.37857783791824e-05
"kutuphane_sayisi","Zonguldak",8,588338.2,1.35976212321417e-05
"kutuphane_sayisi","Çanakkale",13,566020,2.29673863114378e-05
"kutuphane_sayisi","Çankırı",13,199662.4,6.51099055205186e-05
"kutuphane_sayisi","Çorum",19.5,523937.6,3.72181725457383e-05
"kutuphane_sayisi","İstanbul",72.25,15772086,4.5808778876808e-06
"kutuphane_sayisi","İzmir",42,4472959.4,9.38975658933993e-06
"kutuphane_sayisi","Şanlıurfa",12,2206127.8,5.43939476217108e-06
"kutuphane_sayisi","Şırnak",7,563886.2,1.24138522985666e-05
"muze_sayisi","Adana",3.25,2274374,1.42896462938813e-06
"muze_sayisi","Adıyaman",1,620230.6,1.61230355290436e-06
"muze_sayisi","Afyonkarahisar",1,749015.8,1.33508532129763e-06
"muze_sayisi","Aksaray",1,436247.6,2.29227622111847e-06
"muze_sayisi","Amasya",2,339549.4,5.89015913442933e-06
"muze_sayisi","Ankara",7.25,5821492.2,1.24538516086992e-06
"muze_sayisi","Antalya",10.5,2700773,3.88777583306705e-06
"muze_sayisi","Ardahan",0,92395.6,0
"muze_sayisi","Artvin",0.75,169622.6,4.42158061484731e-06
"muze_sayisi","Aydın",5.25,1156404.8,4.53993272943869e-06
"muze_sayisi","Ağrı",0.75,507559.6,1.47765897837417e-06
"muze_sayisi","Balıkesir",3,1268466.4,2.36506067484326e-06
"muze_sayisi","Bartın",1,205135.6,4.87482426258533e-06
"muze_sayisi","Batman",2,645033.8,3.10061271207803e-06
"muze_sayisi","Bayburt",1,84368.4,1.18527790025649e-05
"muze_sayisi","Bilecik",2,228511,8.75231389298546e-06
"muze_sayisi","Bingöl",0.5,283379.6,1.76441776331112e-06
"muze_sayisi","Bitlis",2,357248.6,5.59834244276955e-06
"muze_sayisi","Bolu",1.5,323841.8,4.63189125060446e-06
"muze_sayisi","Burdur",2,275603.8,7.25679399195512e-06
"muze_sayisi","Bursa",8,3211747.6,2.4908557571585e-06
"muze_sayisi","Denizli",2.25,1057763.2,2.12713015540718e-06
"muze_sayisi","Diyarbakır",5,1820085.2,2.74712414561692e-06
"muze_sayisi","Düzce",1,408787.6,2.44625815460156e-06
"muze_sayisi","Edirne",3,418085.4,7.17556747975414e-06
"muze_sayisi","Elazığ",1,598723,1.67022145466267e-06
"muze_sayisi","Erzincan",1,240167.4,4.16376244236312e-06
"muze_sayisi","Erzurum",3.75,747704.4,5.01535098629886e-06
"muze_sayisi","Eskişehir",1,913998,1.09409429779934e-06
"muze_sayisi","Gaziantep",2.75,2172879,1.26560199624553e-06
"muze_sayisi","Giresun",1,454744.8,2.19903559095123e-06
"muze_sayisi","Gümüşhane",1,144925.2,6.90011122979302e-06
"muze_sayisi","Hakkari",0,280609.6,0
"muze_sayisi","Hatay",3.75,1608222.2,2.3317673391152e-06
"muze_sayisi","Isparta",3,446498.4,6.71894904886557e-06
"muze_sayisi","Iğdır",1,205683.8,4.86183160754517e-06
"muze_sayisi","Kahramanmaraş",2,1149147,1.74042137341872e-06
"muze_sayisi","Karabük",0.75,251335.8,2.98405559414934e-06
"muze_sayisi","Karaman",1.75,261756.4,6.68560539493972e-06
"muze_sayisi","Kars",2,275106.4,7.2699144767261e-06
"muze_sayisi","Kastamonu",2,380924.4,5.25038564082532e-06
"muze_sayisi","Kayseri",3,1446602.4,2.07382484641253e-06
"muze_sayisi","Kilis",1.25,152605.2,8.19107081541127e-06
"muze_sayisi","Kocaeli",3.5,2101319.4,1.66562018130133e-06
"muze_sayisi","Konya",9.75,2313407.6,4.21456210310712e-06
"muze_sayisi","Kütahya",3,575314.2,5.21454189727978e-06
"muze_sayisi","Kırklareli",1,374298.4,2.67166517409639e-06
"muze_sayisi","Kırıkkale",0,280928.2,0
"muze_sayisi","Kırşehir",2.25,244393,9.20648300074061e-06
"muze_sayisi","Malatya",3,774068.4,3.87562649502292e-06
"muze_sayisi","Manisa",2,1470746,1.35985411485056e-06
"muze_sayisi","Mardin",1.25,884298.4,1.41354999624561e-06
"muze_sayisi","Mersin",8,1931334.6,4.14221336893151e-06
"muze_sayisi","Muğla",8,1063495.2,7.52236587433587e-06
"muze_sayisi","Muş",2,397147.4,5.03591361796653e-06
"muze_sayisi","Nevşehir",5,314422,1.5902195139017e-05
"muze_sayisi","Niğde",1,370684.8,2.69770975232866e-06
"muze_sayisi","Ordu",1,767732,1.30253786477573e-06
"muze_sayisi","Osmaniye",1.5,559053.4,2.68310683737904e-06
"muze_sayisi","Rize",2,346821.6,5.76665351869664e-06
"muze_sayisi","Sakarya",1,1094699.8,9.13492447883886e-07
"muze_sayisi","Samsun",3,1378417.4,2.17640897452397e-06
"muze_sayisi","Siirt",0.75,335905,2.2327741474524e-06
"muze_sayisi","Sinop",3.25,224345.6,1.44865778513151e-05
"muze_sayisi","Sivas",3,637970.8,4.70240957736624e-06
"muze_sayisi","Tekirdağ",2,1163702.6,1.71865217109595e-06
"muze_sayisi","Tokat",3,606554,4.9459734829875e-06
"muze_sayisi","Trabzon",1.5,820930.4,1.82719509473641e-06
"muze_sayisi","Tunceli",1,85804.6,1.16543868277458e-05
"muze_sayisi","Uşak",2,375070.6,5.33232943344533e-06
"muze_sayisi","Van",2,1125495.2,1.77699558381058e-06
"muze_sayisi","Yalova",1,302326.2,3.30768553965882e-06
"muze_sayisi","Yozgat",1,416802,2.39922073310589e-06
"muze_sayisi","Zonguldak",2,588338.2,3.39940530803541e-06
"muze_sayisi","Çanakkale",1,566020,1.76672202395675e-06
"muze_sayisi","Çankırı",1,199662.4,5.00845427080913e-06
"muze_sayisi","Çorum",3,523937.6,5.72587269934435e-06
"muze_sayisi","İstanbul",15.5,15772086,9.8274888939865e-07
"muze_sayisi","İzmir",10,4472959.4,2.23565633079522e-06
"muze_sayisi","Şanlıurfa",1.5,2206127.8,6.79924345271385e-07
"muze_sayisi","Şırnak",0.75,563886.2,1.33005560341785e-06
"ogretmen_basina_ogrenci","Adana",19.25,2274374,19.25
"ogretmen_basina_ogrenci","Adıyaman",16.75,620230.6,16.75
"ogretmen_basina_ogrenci","Afyonkarahisar",14,749015.8,14
"ogretmen_basina_ogrenci","Aksaray",16,436247.6,16
"ogretmen_basina_ogrenci","Amasya",13.5,339549.4,13.5
"ogretmen_basina_ogrenci","Ankara",16.75,5821492.2,16.75
"ogretmen_basina_ogrenci","Antalya",17,2700773,17
"ogretmen_basina_ogrenci","Ardahan",13.25,92395.6,13.25
"ogretmen_basina_ogrenci","Artvin",14.25,169622.6,14.25
"ogretmen_basina_ogrenci","Aydın",14.5,1156404.8,14.5
"ogretmen_basina_ogrenci","Ağrı",16.75,507559.6,16.75
"ogretmen_basina_ogrenci","Balıkesir",14.5,1268466.4,14.5
"ogretmen_basina_ogrenci","Bartın",14.25,205135.6,14.25
"ogretmen_basina_ogrenci","Batman",19.5,645033.8,19.5
"ogretmen_basina_ogrenci","Bayburt",13.5,84368.4,13.5
"ogretmen_basina_ogrenci","Bilecik",17,228511,17
"ogretmen_basina_ogrenci","Bingöl",16.5,283379.6,16.5
"ogretmen_basina_ogrenci","Bitlis",15.75,357248.6,15.75
"ogretmen_basina_ogrenci","Bolu",16,323841.8,16
"ogretmen_basina_ogrenci","Burdur",13.5,275603.8,13.5
"ogretmen_basina_ogrenci","Bursa",19.5,3211747.6,19.5
"ogretmen_basina_ogrenci","Denizli",16,1057763.2,16
"ogretmen_basina_ogrenci","Diyarbakır",19.5,1820085.2,19.5
"ogretmen_basina_ogrenci","Düzce",15.5,408787.6,15.5
"ogretmen_basina_ogrenci","Edirne",13.5,418085.4,13.5
"ogretmen_basina_ogrenci","Elazığ",17,598723,17
"ogretmen_basina_ogrenci","Erzincan",14.75,240167.4,14.75
"ogretmen_basina_ogrenci","Erzurum",15.75,747704.4,15.75
"ogretmen_basina_ogrenci","Eskişehir",15.25,913998,15.25
"ogretmen_basina_ogrenci","Gaziantep",23.5,2172879,23.5
"ogretmen_basina_ogrenci","Giresun",15,454744.8,15
"ogretmen_basina_ogrenci","Gümüşhane",13.75,144925.2,13.75
"ogretmen_basina_ogrenci","Hakkari",17,280609.6,17
"ogretmen_basina_ogrenci","Hatay",17.25,1608222.2,17.25
"ogretmen_basina_ogrenci","Isparta",13.5,446498.4,13.5
"ogretmen_basina_ogrenci","Iğdır",14.75,205683.8,14.75
"ogretmen_basina_ogrenci","Kahramanmaraş",18.25,1149147,18.25
"ogretmen_basina_ogrenci","Karabük",14.75,251335.8,14.75
"ogretmen_basina_ogrenci","Karaman",14.75,261756.4,14.75
"ogretmen_basina_ogrenci","Kars",13.75,275106.4,13.75
"ogretmen_basina_ogrenci","Kastamonu",15,380924.4,15
"ogretmen_basina_ogrenci","Kayseri",18,1446602.4,18
"ogretmen_basina_ogrenci","Kilis",20.5,152605.2,20.5
"ogretmen_basina_ogrenci","Kocaeli",18.75,2101319.4,18.75
"ogretmen_basina_ogrenci","Konya",18,2313407.6,18
"ogretmen_basina_ogrenci","Kütahya",14,575314.2,14
"ogretmen_basina_ogrenci","Kırklareli",15.75,374298.4,15.75
"ogretmen_basina_ogrenci","Kırıkkale",14.75,280928.2,14.75
"ogretmen_basina_ogrenci","Kırşehir",13.75,244393,13.75
"ogretmen_basina_ogrenci","Malatya",15,774068.4,15
"ogretmen_basina_ogrenci","Manisa",15.75,1470746,15.75
"ogretmen_basina_ogrenci","Mardin",20,884298.4,20
"ogretmen_basina_ogrenci","Mersin",17.5,1931334.6,17.5
"ogretmen_basina_ogrenci","Muğla",14.25,1063495.2,14.25
"ogretmen_basina_ogrenci","Muş",17,397147.4,17
"ogretmen_basina_ogrenci","Nevşehir",14.25,314422,14.25
"ogretmen_basina_ogrenci","Niğde",15.5,370684.8,15.5
"ogretmen_basina_ogrenci","Ordu",15.25,767732,15.25
"ogretmen_basina_ogrenci","Osmaniye",16.75,559053.4,16.75
"ogretmen_basina_ogrenci","Rize",14.75,346821.6,14.75
"ogretmen_basina_ogrenci","Sakarya",16.5,1094699.8,16.5
"ogretmen_basina_ogrenci","Samsun",14.75,1378417.4,14.75
"ogretmen_basina_ogrenci","Siirt",17.75,335905,17.75
"ogretmen_basina_ogrenci","Sinop",15,224345.6,15
"ogretmen_basina_ogrenci","Sivas",15,637970.8,15
"ogretmen_basina_ogrenci","Tekirdağ",19.5,1163702.6,19.5
"ogretmen_basina_ogrenci","Tokat",14,606554,14
"ogretmen_basina_ogrenci","Trabzon",15,820930.4,15
"ogretmen_basina_ogrenci","Tunceli",13.25,85804.6,13.25
"ogretmen_basina_ogrenci","Uşak",13.25,375070.6,13.25
"ogretmen_basina_ogrenci","Van",18.25,1125495.2,18.25
"ogretmen_basina_ogrenci","Yalova",17.5,302326.2,17.5
"ogretmen_basina_ogrenci","Yozgat",13.75,416802,13.75
"ogretmen_basina_ogrenci","Zonguldak",13,588338.2,13
"ogretmen_basina_ogrenci","Çanakkale",15,566020,15
"ogretmen_basina_ogrenci","Çankırı",17.5,199662.4,17.5
"ogretmen_basina_ogrenci","Çorum",16,523937.6,16
"ogretmen_basina_ogrenci","İstanbul",21.75,15772086,21.75
"ogretmen_basina_ogrenci","İzmir",16.25,4472959.4,16.25
"ogretmen_basina_ogrenci","Şanlıurfa",25.75,2206127.8,25.75
"ogretmen_basina_ogrenci","Şırnak",20,563886.2,20
"sinema_sayisi","Adana",30,2274374,1.31904427328135e-05
"sinema_sayisi","Adıyaman",12.25,620230.6,1.97507185230784e-05
"sinema_sayisi","Afyonkarahisar",17.25,749015.8,2.30302217923841e-05
"sinema_sayisi","Aksaray",7.25,436247.6,1.66190026031089e-05
"sinema_sayisi","Amasya",7,339549.4,2.06155569705027e-05
"sinema_sayisi","Ankara",234.5,5821492.2,4.02817683067582e-05
"sinema_sayisi","Antalya",100.25,2700773,3.7119002596664e-05
"sinema_sayisi","Ardahan",0.5,92395.6,5.41151310235552e-06
"sinema_sayisi","Artvin",2,169622.6,1.17908816395928e-05
"sinema_sayisi","Aydın",26.5,1156404.8,2.29158509200239e-05
"sinema_sayisi","Ağrı",7.75,507559.6,1.5269142776533e-05
"sinema_sayisi","Balıkesir",36.75,1268466.4,2.89719932668299e-05
"sinema_sayisi","Bartın",4,205135.6,1.94992970503413e-05
"sinema_sayisi","Batman",20,645033.8,3.10061271207803e-05
"sinema_sayisi","Bayburt",3,84368.4,3.55583370076948e-05
"sinema_sayisi","Bilecik",3,228511,1.31284708394782e-05
"sinema_sayisi","Bingöl",9,283379.6,3.17595197396002e-05
"sinema_sayisi","Bitlis",2.75,357248.6,7.69772085880813e-06
"sinema_sayisi","Bolu",14,323841.8,4.32309850056416e-05
"sinema_sayisi","Burdur",6.5,275603.8,2.35845804738541e-05
"sinema_sayisi","Bursa",97.5,3211747.6,3.03573045403692e-05
"sinema_sayisi","Denizli",26.5,1057763.2,2.50528662747957e-05
"sinema_sayisi","Diyarbakır",39,1820085.2,2.1427568335812e-05
"sinema_sayisi","Düzce",13,408787.6,3.18013560098203e-05
"sinema_sayisi","Edirne",24,418085.4,5.74045398380331e-05
"sinema_sayisi","Elazığ",4.75,598723,7.9335519096477e-06
"sinema_sayisi","Erzincan",5,240167.4,2.08188122118156e-05
"sinema_sayisi","Erzurum",30,747704.4,4.01228078903909e-05
"sinema_sayisi","Eskişehir",38,913998,4.15755833163749e-05
"sinema_sayisi","Gaziantep",33.5,2172879,1.54173334088092e-05
"sinema_sayisi","Giresun",10.5,454744.8,2.30898737049879e-05
"sinema_sayisi","Gümüşhane",2,144925.2,1.3800222459586e-05
"sinema_sayisi","Hakkari",1,280609.6,3.56366995284552e-06
"sinema_sayisi","Hatay",25.25,1608222.2,1.57005667500424e-05
"sinema_sayisi","Isparta",18.75,446498.4,4.19934315554098e-05
"sinema_sayisi","Iğdır",1.5,205683.8,7.29274741131776e-06
"sinema_sayisi","Kahramanmaraş",11,1149147,9.57231755380295e-06
"sinema_sayisi","Karabük",14,251335.8,5.57023710907877e-05
"sinema_sayisi","Karaman",4,261756.4,1.52813837598622e-05
"sinema_sayisi","Kars",0.75,275106.4,2.72621792877229e-06
"sinema_sayisi","Kastamonu",16.25,380924.4,4.26593833317057e-05
"sinema_sayisi","Kayseri",35.75,1446602.4,2.47130794197493e-05
"sinema_sayisi","Kilis",3,152605.2,1.9658569956987e-05
"sinema_sayisi","Kocaeli",62.75,2101319.4,2.9862190393331e-05
"sinema_sayisi","Konya",41.75,2313407.6,1.80469710568946e-05
"sinema_sayisi","Kütahya",10.75,575314.2,1.86854417985859e-05
"sinema_sayisi","Kırklareli",12.5,374298.4,3.33958146762049e-05
"sinema_sayisi","Kırıkkale",7.5,280928.2,2.66972130245379e-05
"sinema_sayisi","Kırşehir",6,244393,2.45506213353083e-05
"sinema_sayisi","Malatya",12,774068.4,1.55025059800917e-05
"sinema_sayisi","Manisa",48.5,1470746,3.2976462285126e-05
"sinema_sayisi","Mardin",17,884298.4,1.92242799489403e-05
"sinema_sayisi","Mersin",43.25,1931334.6,2.2393841025786e-05
"sinema_sayisi","Muğla",43,1063495.2,4.04327165745553e-05
"sinema_sayisi","Muş",3,397147.4,7.55387042694979e-06
"sinema_sayisi","Nevşehir",14,314422,4.45261463892476e-05
"sinema_sayisi","Niğde",5.5,370684.8,1.48374036378076e-05
"sinema_sayisi","Ordu",19.5,767732,2.53994883631267e-05
"sinema_sayisi","Osmaniye",7.5,559053.4,1.34155341868952e-05
"sinema_sayisi","Rize",18.5,346821.6,5.3341545047944e-05
"sinema_sayisi","Sakarya",34.5,1094699.8,3.1515489451994e-05
"sinema_sayisi","Samsun",32.25,1378417.4,2.33963964761327e-05
"sinema_sayisi","Siirt",11,335905,3.27473541626353e-05
"sinema_sayisi","Sinop",3.75,224345.6,1.67152821361328e-05
"sinema_sayisi","Sivas",17.75,637970.8,2.78225899994169e-05
"sinema_sayisi","Tekirdağ",38,1163702.6,3.2654391250823e-05
"sinema_sayisi","Tokat",22.75,606554,3.75069655793219e-05
"sinema_sayisi","Trabzon",23.25,820930.4,2.83215239684144e-05
"sinema_sayisi","Tunceli",1,85804.6,1.16543868277458e-05
"sinema_sayisi","Uşak",10.75,375070.6,2.86612707047687e-05
"sinema_sayisi","Van",10.75,1125495.2,9.55135126298184e-06
"sinema_sayisi","Yalova",15.25,302326.2,5.0442204479797e-05
"sinema_sayisi","Yozgat",14.75,416802,3.53885058133118e-05
"sinema_sayisi","Zonguldak",23,588338.2,3.90931610424072e-05
"sinema_sayisi","Çanakkale",12.25,566020,2.16423447934702e-05
"sinema_sayisi","Çankırı",4,199662.4,2.00338170832365e-05
"sinema_sayisi","Çorum",10.75,523937.6,2.05177105059839e-05
"sinema_sayisi","İstanbul",705,15772086,4.46992236790999e-05
"sinema_sayisi","İzmir",144.5,4472959.4,3.2305233979991e-05
"sinema_sayisi","Şanlıurfa",24,2206127.8,1.08787895243422e-05
"sinema_sayisi","Şırnak",8,563886.2,1.41872597697904e-05
"tiyatro_sayisi","Adana",17,2274374,7.47458421526099e-06
"tiyatro_sayisi","Adıyaman",0.25,620230.6,4.03075888226089e-07
"tiyatro_sayisi","Afyonkarahisar",4.5,749015.8,6.00788394583933e-06
"tiyatro_sayisi","Aksaray",1.5,436247.6,3.4384143316777e-06
"tiyatro_sayisi","Amasya",4,339549.4,1.17803182688587e-05
"tiyatro_sayisi","Ankara",58,5821492.2,9.96308128695938e-06
"tiyatro_sayisi","Antalya",22.75,2700773,8.42351430497861e-06
"tiyatro_sayisi","Ardahan",2,92395.6,2.16460524094221e-05
"tiyatro_sayisi","Artvin",1.75,169622.6,1.03170214346437e-05
"tiyatro_sayisi","Aydın",9,1156404.8,7.78274182189489e-06
"tiyatro_sayisi","Ağrı",2.5,507559.6,4.92552992791388e-06
"tiyatro_sayisi","Balıkesir",15,1268466.4,1.18253033742163e-05
"tiyatro_sayisi","Bartın",3,205135.6,1.4624472787756e-05
"tiyatro_sayisi","Batman",2,645033.8,3.10061271207803e-06
"tiyatro_sayisi","Bayburt",0.75,84368.4,8.88958425192371e-06
"tiyatro_sayisi","Bilecik",0.75,228511,3.28211770986955e-06
