"il","bolge","bebek_olum_hizi_norm","cocuk_olum_hizi_norm","hastane_sayisi_norm","hastane_yatak_sayisi_norm","toplam_hekim_sayisi_norm","derslik_basina_ogrenci_norm","ogretmen_basina_ogrenci_norm","muze_sayisi_norm","kutuphane_sayisi_norm","sinema_sayisi_norm","tiyatro_sayisi_norm","GSYH_norm","isgucune_katilma_orani_norm","issizlik_orani_norm","istihdam_orani_norm","girisim_sayisi_norm","ihracat_norm","saglik_skoru","egitim_skoru","kultur_skoru","ekonomi_skoru","yasanabilirlik_endeksi"
"Trabzon","Karadeniz",0.738396624472574,0.865402843601896,0.291373813064003,0.69802603947921,0.615384615384615,0.675675675675676,0.843137254901961,0.114902067215442,0.186254039228946,0.46810701473461,0.291461429588276,0.226617341469491,0.681044267877412,0.7673343605547,0.640724946695096,0.539980077582008,0.188150178298331,0.8497,0.7669,0.3224,0.549,0.7501
"Tunceli","Doğu Anadolu",0.630801687763713,0.794312796208531,1,0.110457790844183,0.307692307692308,0.864864864864865,0.980392156862745,0.7328791230307,0.798769486771937,0.163285349425864,0.414884125402764,0.415719671120537,0.417707150964813,0.879815100154083,0.452025586353944,0.381974271987772,0.000135316075428083,0.7391,0.9318,0.6962,0.4413,0.8573
"Uşak","Ege",0.529535864978903,0.748815165876777,0.168648117657024,0.470390592188156,0.307692307692308,0.648648648648649,0.980392156862745,0.335320337024549,0.222143763305808,0.47432056929318,0.241989281003241,0.334081730046232,0.654937570942111,0.776579352850539,0.62046908315565,0.636314304322509,0.130334573349981,0.5519,0.8226,0.3983,0.5726,0.7024
"Van","Doğu Anadolu",0.449367088607595,0.575355450236967,0.0700256738833117,0.343973120537589,0.307692307692308,0.432432432432432,0.588235294117647,0.111745301090578,0.0930383176075842,0.124823386963776,0.189877929809259,0,0.287173666288309,0.200308166409861,0.118336886993603,0.110495895738764,0.00255743095509104,0.407,0.5154,0.1295,0.0448,0.2846
"Yalova","Marmara",0.740506329113924,0.82654028436019,0.231481882374923,0.303233935321294,0.307692307692308,0.554054054054054,0.647058823529412,0.208001820550121,0.0639961015453037,0.872667354901817,0.181955486151343,0.527536117077815,0.581157775255391,0.63944530046225,0.507462686567164,0.616477825065782,0.344103037758194,0.6077,0.6065,0.4171,0.5863,0.6597
"Yozgat","İç Anadolu",0.632911392405063,0.749763033175355,0.462076192179298,0.421251574968501,0.307692307692308,0.878378378378378,0.941176470588235,0.150873556268924,0.406698018457335,0.597353516787566,0.0936023120650777,0.169281892934135,0.570942111237231,0.825885978428351,0.567164179104477,0.427779457820158,0.0126968492746392,0.6574,0.9188,0.3893,0.447,0.7249
"Zonguldak","Karadeniz",0.736286919831224,0.861611374407583,0.186175656774626,0.648467030659387,0.307692307692308,0.756756756756757,1,0.213769563152622,0.093536563163207,0.66510715478771,0.274449596972283,0.323754811220818,0.52894438138479,0.610169491525424,0.453091684434968,0.440119256597306,0.128728581344631,0.7079,0.8871,0.3887,0.4277,0.7245
"Çanakkale","Marmara",0.919831223628692,0.957345971563981,0.257447908361465,0.464510709785804,0.461538461538462,0.594594594594595,0.843137254901961,0.111099254443306,0.190735251168715,0.345952951813141,0.466849548460237,0.493516476503747,0.635641316685585,0.899845916795069,0.65138592750533,0.734244988518877,0.0453899458677929,0.8049,0.726,0.3416,0.6392,0.758
"Çankırı","İç Anadolu",0.727848101265823,0.786729857819905,0.591686463929285,0.269634607307854,0.153846153846154,0.77027027027027,0.647058823529412,0.314953641747269,0.627907105714006,0.316534936518102,0.31825894719053,0.368298525241853,0.509648127128263,0.907550077041603,0.542643923240938,0.304974875616028,0.251714140323264,0.6441,0.7157,0.5066,0.5145,0.7143
"Çorum","Karadeniz",0.824894514767933,0.871090047393365,0.352811302474122,0.481310373792524,0.307692307692308,0.72972972972973,0.764705882352941,0.36006806917465,0.338567957036835,0.325384758638657,0.0860239657393275,0.207362539307961,0.45516458569807,0.827426810477658,0.466950959488273,0.508103530523975,0.675816598916189,0.7374,0.7546,0.34,0.57,0.7213
"İstanbul","Marmara",0.824894514767933,0.89478672985782,0.0929947906210579,0.406131877362453,0.615384615384615,0.0810810810810811,0.313725490196078,0.0617995742605005,0,0.767635221504826,0.359604366765561,0.985835731549717,0.795686719636776,0.713405238828968,0.715351812366737,0.913668317934282,1,0.7363,0.1994,0.3681,1,0.6885
"İzmir","Ege",0.734177215189873,0.858767772511848,0.0843033826481477,0.407811843763125,0.692307692307692,0.297297297297297,0.745098039215686,0.140587906968259,0.0498856371129011,0.540964225279359,0.381082621672555,0.621726116859868,0.709421112372304,0.573189522342065,0.590618336886993,0.749551534116579,0.423445360707937,0.7191,0.5264,0.3408,0.6843,0.6774
"Şanlıurfa","Güneydoğu Anadolu",0,0.246445497630332,0,0.155816883662327,0,0,0,0.0427566344977839,0.00890595581904523,0.149100618140753,0.0578955114822387,0.0221203020407068,0.267877412031782,0.730354391371341,0.272921108742004,0.165090990716053,0.0207347989217258,0,0,0.0366,0.2097,0
"Şırnak","Güneydoğu Anadolu",0.371308016877637,0.476777251184834,0.0550140960506894,0,0,0.472972972972973,0.450980392156863,0.0836397485875696,0.0812565554712942,0.209608514687738,0.0790931931254169,0.163735347860205,0.1316685584563,0.474576271186441,0.0842217484008526,0,0.183239928630395,0.1516,0.4666,0.106,0.1139,0.1981
